name;nicknames;description;tokens;properties;referrals;history
Clone Commander Cody;['Clone Commander Cody'];A natural and practical leader in the clone army, Commander Cody's keen ability to strategize, combined with his fierce combat style in the heat of battle once earned him the respect of the Jedi and of his fellow clones. After years in service to General Obi-Wan Kenobi and working alongside his friend Captain Rex, when Darth Sidious executed Order 66, Cody's loyalty was eclipsed by his clone indoctrination, and he ordered his troops to fire on the Jedi. But after serving the Galactic Empire for a time, Cody began to realize that the Empire's idea of order called for brute force and bending the truth. And after leading a mission to secure the world of Desix in the name on the Emperor, Cody vanished.;['nature', 'practical', 'leader', 'clone', 'army', 'commander', 'cody', 'keen', 'ability', 'strategic', 'combination', 'fierce', 'combat', 'style', 'heat', 'battle', 'earned', 'respect', 'jedi', 'fellow', 'clone', 'years', 'service', 'general', 'obi-wan', 'kenobi', 'work', 'alongside', 'friend', 'captain', 'rex', 'darth', 'sidious', 'executed', 'order', 'cody', 'loyalty', 'eclipsed', 'clone', 'indoctrination', 'order', 'troops', 'fire', 'jedi', 'served', 'galactic', 'empire', 'time', 'cody', 'began', 'realized', 'empire', 'idea', 'order', 'called', 'brute', 'force', 'bending', 'truth', 'leading', 'mission', 'security', 'world', 'desix', 'name', 'emperor', 'cody', 'vanished'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Vehicles': ['Republic Attack Gunship'], 'Weapons': ['Blaster Rifle']};['Obi-Wan Kenobi', 'clone Captain Rex', 'Anakin Skywalker'];
Clone Commander Doom;['Clone Commander Doom'];A clone commander, Doom served alongside the twin Jedi Masters Tiplar and Tiplee. Doom led a flanking maneuver during the Battle of Ringo Vinda, supported by clone troopers including Fives and Tup. When a seemingly disoriented Tup suddenly shot Tiplar in the back, the momentum of the attack was lost and Anakin Skywalker ordered Doom and his men to retreat.;['clone', 'commander', 'doom', 'served', 'alongside', 'twin', 'jedi', 'master', 'tiplar', 'tiplee', 'doom', 'led', 'flanked', 'maneuvers', 'battle', 'ringo', 'vinda', 'support', 'clone', 'troopers', 'including', 'five', 'tup', 'seemingly', 'disoriented', 'tup', 'suddenly', 'shot', 'tiplar', 'back', 'momentum', 'attack', 'lost', 'anakin', 'skywalker', 'order', 'doom', 'men', 'retreat'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Pistol']};;
Clone Commander Fox;['Clone Commander Fox'];Commander Fox led the Coruscant Guard, an elite clone trooper unit assigned to serve as peace-keepers on the Galactic Republic capital. Like every other clone trooper in the Guard, Fox was bound by honor and duty to protect and serve the Supreme Chancellor and the members of the Galactic Senate. Utterly fearless, he was always the first to lead the charge into battle, even in the most perilous combat situations. His exemplary performance has made him one of the most highly decorated soldiers in the Republic army.;['commander', 'fox', 'led', 'coruscant', 'guard', 'elite', 'clone', 'troopers', 'unit', 'assigned', 'served', 'peace-keepers', 'galactic', 'republic', 'capital', 'like', 'every', 'clone', 'troopers', 'guard', 'fox', 'bound', 'honor', 'duty', 'protecting', 'served', 'supreme', 'chancellor', 'member', 'galactic', 'senator', 'utterly', 'fearless', 'always', 'first', 'leading', 'charge', 'battle', 'even', 'perilous', 'combat', 'situation', 'exemplary', 'performance', 'made', 'one', 'highly', 'decorated', 'soldiers', 'republic', 'army'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers', 'Coruscant Guard'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Pistol', 'Blaster Rifle']};;
Clone Commander Gree;['Clone Commander Gree'];Clone Commander Gree, designation 1004, led the Elite Corps of clone troopers during the Clone Wars. He saw deployments on such heated battlefronts as Kashyyyk. Gree himself wore camouflaged armor to better blend into jungle surroundings. Though a faithful commander who carried out the Jedi's orders, Gree was ultimately loyal to the Republic. When Chancellor Palpatine enacted Order 66, Gree understood it was a worst-case scenario contingency -- the Jedi had betrayed the Republic, and were therefore dangerous enemies of the state.;['clone', 'commander', 'gree', 'designation', 'led', 'elite', 'corps', 'clone', 'troopers', 'clone', 'wars', 'saw', 'deployed', 'heat', 'battlefronts', 'kashyyyk', 'gree', 'wore', 'camouflaged', 'armor', 'better', 'blend', 'jungle', 'surrounding', 'though', 'faithful', 'commander', 'carried', 'jedi', 'order', 'gree', 'ultimately', 'loyal', 'republic', 'chancellor', 'palpatine', 'enacted', 'order', 'gree', 'understood', 'worst-case', 'scenario', 'contingency', 'jedi', 'betrayed', 'republic', 'therefore', 'dangerous', 'enemies', 'state'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Rifle']};;
Clone Commander Jet;['Clone Commander Jet'];Trained in heavy-weapons such as flamethrowers, Clone Commander Jet (clone designation CC-1993) survived a crash landing on Geonosis and pressed the attack on Poggle the Lesser's forces, leading his orange-armored flame troopers through the planet's caverns and helping recapture its droid factories.;['training', 'heavy-weapons', 'flamethrower', 'clone', 'commander', 'jet', 'clone', 'designation', 'cc-1993', 'survived', 'crash', 'land', 'geonosis', 'pressed', 'attack', 'poggle', 'lesser', 'force', 'leading', 'orange-armored', 'flame', 'troopers', 'planet', 'caverns', 'help', 'recapture', 'droid', 'factories'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Rifle']};;
Clone Commander Mayday;['Clone Commander Mayday'];Clone Commander Mayday was a dedicated soldier of the Galactic Republic who continued to serve the Empire protecting a seemingly insignificant depot dubbed 'The Outpost' on the barren world of Barton IV. A firm believer that respect had to be earned, Mayday chafes at the disdainful attitude of the new regime, especially those who treat clones as expendable, while he is forced to watch helplessly as his squad is cut down by raiders. But among the reinforcements, Mayday finds an unlikely ally in the elite clone, Crosshair.;"['clone', 'commander', 'mayday', 'dedicated', 'soldiers', 'galactic', 'republic', 'continues', 'served', 'empire', 'protecting', 'seemingly', 'insignificant', 'depot', 'dubbed', ""'the"", 'outpost', 'barren', 'world', 'barton', 'iv', 'firm', 'believed', 'respect', 'earned', 'mayday', 'chafed', 'disdain', 'attitude', 'new', 'regime', 'especially', 'treat', 'clone', 'expendable', 'force', 'watch', 'helplessly', 'squad', 'cut', 'raiders', 'among', 'reinforcements', 'mayday', 'find', 'unlike', 'ally', 'elite', 'clone', 'crosshair']";{'Appearances': ['Star Wars: The Bad Batch']};;
Clone Commander Neyo;['Clone Commander Neyo'];Clone Commander Neyo was stationed on Saleucami during the Outer Rim Sieges. While on speeder bike patrol with his Jedi general, Stass Allie, he received Order 66 directly from Supreme Chancellor Palpatine. The command identified Allie as an enemy of the Republic. Carrying out the order, he stopped his BARC speeder bike, falling in behind the Jedi. He and a wingman opened fire with their speeder-mounted laser cannons, killing Stass Allie and destroying her speeder bike.;['clone', 'commander', 'neyo', 'station', 'saleucami', 'outer', 'rim', 'siege', 'speeder', 'bike', 'patrol', 'jedi', 'general', 'stass', 'ally', 'received', 'order', 'directly', 'supreme', 'chancellor', 'palpatine', 'commander', 'identified', 'ally', 'enemies', 'republic', 'carried', 'order', 'stop', 'barc', 'speeder', 'bike', 'fall', 'behind', 'jedi', 'wingman', 'opened', 'fire', 'speeder-mounted', 'laser', 'cannon', 'killed', 'stass', 'ally', 'destroyed', 'speeder', 'bike'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Pistol', 'Blaster Rifle'], 'Vehicles': ['BARC Speeder']};;
Clone Commander Ponds;['Clone Commander Ponds'];"CT-411, known as Clone Commander Ponds, served under Jedi Master Mace Windu during the Clone Wars. A veteran of such battlefields as Geonosis, Ryloth, and Malastare, Ponds had an Aurebesh phrase stenciled on the back of his helmet that read, ""some guys have all the luck."" Unfortunately, Ponds' luck ran out when his flagship, Endurance, was critically damaged by a saboteur and he was taken captive by merciless bounty hunters on Vanqor.";"['ct-411', 'known', 'clone', 'commander', 'ponds', 'served', 'jedi', 'master', 'mace', 'windu', 'clone', 'wars', 'veteran', 'battlefield', 'geonosis', 'ryloth', 'malastare', 'ponds', 'aurebesh', 'phrase', 'stenciled', 'back', 'helmet', 'read', '``', 'guy', 'luck', ""''"", 'unfortunately', 'ponds', 'luck', 'ran', 'flagship', 'endured', 'critical', 'damage', 'saboteur', 'taken', 'captive', 'merciless', 'bounty', 'hunter', 'vanqor']";{'Appearances': ['Star Wars: Attack of the Clones (Episode II)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Pistol', 'Blaster Rifle'], 'Vehicles': ['AT-TE Walker', 'AT-RT Walker']};;
Clone Commander Stone;['Clone Commander Stone'];A member of the Coruscant Guard, Clone Commander Stone (clone designation CC-5869) spent long stretches of the Clone Wars far from the front on the Republic's capital world. He was able to make use of his combat skills when pirates attacked his shuttle during a diplomatic mission to Florrum -- though nothing in Stone's training prepared him for taking orders from a Gungan politician.;['member', 'coruscant', 'guard', 'clone', 'commander', 'stone', 'clone', 'designation', 'cc-5869', 'spent', 'long', 'stretched', 'clone', 'wars', 'far', 'front', 'republic', 'capital', 'world', 'able', 'make', 'used', 'combat', 'skills', 'pirate', 'attack', 'shuttle', 'diplomatic', 'mission', 'florrum', 'though', 'nothing', 'stone', 'training', 'prepared', 'take', 'order', 'gungan', 'politician'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m ']};;
Clone Commander Thorn;['Clone Commander Thorn'];Clone Commander Thorn was a Republic soldier during the Clone Wars who led an escort of Padmé Amidala to Scipio. After nightfall, Thorn detected a coming Separatist assault, and acted fast to warn the Senator. With his Z06 blaster cannon (nicknamed the “Hammer”), he and his troops did what they could to hold off the attack. Battle droids closing in around him, Thorn unleashed a torrent of blaster bolts and a “For the Republic!” battle cry before falling valiantly.;['clone', 'commander', 'thorn', 'republic', 'soldiers', 'clone', 'wars', 'led', 'escort', 'padmé', 'amidala', 'scipio', 'nightfall', 'thorn', 'detectable', 'come', 'separatist', 'assault', 'act', 'fast', 'warned', 'senator', 'z06', 'blaster', 'cannon', 'nickname', '“', 'hammer', '”', 'troops', 'could', 'hold', 'attack', 'battle', 'droid', 'close', 'around', 'thorn', 'unleashed', 'torrent', 'blaster', 'bolts', '“', 'republic', '”', 'battle', 'cry', 'fall', 'valiantly'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m ']};;
Clone Commander Wolffe;['Clone Commander Wolffe'];Clone Commander Wolffe (clone designation CC-3636) served under General Plo Koon in the Clone Wars, as commander of the tight-knit unit known as the Wolfpack. A seasoned and battered combatant, Wolffe has witnessed some of the worst the war has to offer. Early in the Clone Wars, he lost his entire command when Master Plo's flagship, Triumphant, was destroyed by the despicable General Grievous. Despite such tragedy, he fights on bravely, proudly brandishing his battle scars and instilling loyalty among his men.;['clone', 'commander', 'wolffe', 'clone', 'designation', 'cc-3636', 'served', 'general', 'plo', 'koon', 'clone', 'wars', 'commander', 'tight-knit', 'unit', 'known', 'wolfpack', 'seasoned', 'battered', 'combat', 'wolffe', 'witness', 'worst', 'wars', 'offered', 'early', 'clone', 'wars', 'lost', 'entire', 'commander', 'master', 'plo', 'flagship', 'triumphant', 'destroyed', 'despicable', 'general', 'grievous', 'despite', 'tragedy', 'fight', 'brave', 'proudly', 'brandishing', 'battle', 'scarred', 'instilling', 'loyalty', 'among', 'men'];{'Appearances': ['Star Wars: The Clone Wars', 'Star Wars Rebels'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Pistol', 'Blaster Rifle'], 'Vehicles': ['Republic Attack Gunship']};['Plo Koon', 'Republic', 'Asajj Ventress', 'Aleen', 'Ahsoka Tano', 'Coruscant', 'Jedi Order', 'joopa', 'Seelos', 'Rex', 'Gregor', 'Kanan Jarrus', 'Empire', 'probe droid'];
Clone Pilot Odd Ball;['Clone Pilot Odd Ball'];A capable clone pilot with experience flying multiple starfighters and attack craft, Odd Ball fought at Teth, Umbara and Coruscant, sometimes flying alongside Obi-Wan Kenobi. He joined the hunt for the escaped Padawan Ahsoka Tano on Coruscant, and was engaged in battle above Utapau when Supreme Chancellor Palpatine issued Order 66, directing all clone forces to turn their weapons on their Jedi Generals.;['capable', 'clone', 'pilot', 'experience', 'flying', 'multiple', 'starfighter', 'attack', 'craft', 'odd', 'ball', 'fought', 'teth', 'umbara', 'coruscant', 'sometimes', 'flying', 'alongside', 'obi-wan', 'kenobi', 'joined', 'hunting', 'escape', 'padawan', 'ahsoka', 'tano', 'coruscant', 'engaged', 'battle', 'utapau', 'supreme', 'chancellor', 'palpatine', 'issued', 'order', 'direct', 'clone', 'force', 'turned', 'weapons', 'jedi', 'general'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Vehicles': ['ARC-170 Starfighter', 'V-19 Torrent', 'Y-wing Starfighter', 'Republic Attack Gunship']};;
Clone Pilot Warthog;['Clone Pilot Warthog'];A veteran clone pilot of many starfighter engagements, Warthog was highly skilled in combat operations. He was comfortable behind the stick of a V-19 Torrent Interceptor, a Z-95 Headhunter, or a Republic attack gunship. He piloted in the thick of combat alongside commanding officer, General Plo Koon.;['veteran', 'clone', 'pilot', 'many', 'starfighter', 'engaged', 'warthog', 'highly', 'skills', 'combat', 'operations', 'comforts', 'behind', 'stick', 'v-19', 'torrent', 'interceptor', 'z-95', 'headhunter', 'republic', 'attack', 'gunship', 'pilot', 'thick', 'combat', 'alongside', 'commander', 'officer', 'general', 'plo', 'koon'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Vehicles': ['Republic Attack Gunship']};;
